,Customer,Distance,Address Long,Address Lat,Branch,Branch Long,Branch Lat,Rank
9,10,82.88,-0.05215534242478868,0.932172185349272,Nottingham,-0.019941748060851774,0.9241280675465854,33.0
78,77,4.7,-0.020325249257392482,0.9035192546456213,Oxford,-0.0218592191369703,0.9028069508712974,1.0
84,83,11.36,-0.021475735393722106,0.8999513129623543,Oxford,-0.0218592191369703,0.9028069508712974,2.0
111,110,11.58,-0.01720934785039205,0.903311560464634,Oxford,-0.0218592191369703,0.9028069508712974,3.0
96,95,14.61,-0.02761164981861841,0.9037565496107225,Oxford,-0.0218592191369703,0.9028069508712974,4.0
91,90,16.5,-0.018407778181273957,0.8992357977822067,Oxford,-0.0218592191369703,0.9028069508712974,5.0
53,52,19.41,-0.014956319772285087,0.9004279798343665,Oxford,-0.0218592191369703,0.9028069508712974,6.0
49,48,22.01,-0.028762135954948035,0.9063620120246846,Oxford,-0.0218592191369703,0.9028069508712974,7.0
20,21,22.28,-0.013805833635955467,0.9054155723312057,Oxford,-0.0218592191369703,0.9028069508712974,8.0
4,5,33.63,-0.02780340914353503,0.8951690060921348,Oxford,-0.0218592191369703,0.9028069508712974,9.0
43,43,36.51,-0.03643203771271467,0.9047049964328412,Oxford,-0.0218592191369703,0.9028069508712974,10.0
6,7,39.16,-0.033747581696807236,0.9094300739568879,Oxford,-0.0218592191369703,0.9028069508712974,11.0
102,101,41.67,-0.03604855396946648,0.8970853776108245,Oxford,-0.0218592191369703,0.9028069508712974,12.0
15,16,44.74,-0.010737858970214793,0.9117819225772428,Oxford,-0.0218592191369703,0.9028069508712974,13.0
50,49,45.6,-0.023009705273299923,0.891322492406957,Oxford,-0.0218592191369703,0.9028069508712974,14.0
48,47,50.44,-0.04141748345457388,0.898997141460289,Oxford,-0.0218592191369703,0.9028069508712974,15.0
21,22,52.26,-0.04218446839436279,0.9068348042657575,Oxford,-0.0218592191369703,0.9028069508712974,16.0
52,51,58.92,-0.022242720333511014,0.8879416849260889,Oxford,-0.0218592191369703,0.9028069508712974,17.0
80,79,66.32,-0.04832040027255161,0.9063620120246846,Oxford,-0.0218592191369703,0.9028069508712974,18.0
42,42,71.53,-0.04985437015212942,0.9080155544113165,Oxford,-0.0218592191369703,0.9028069508712974,19.0
16,17,75.31,-0.032597095560477615,0.8850326224887424,Oxford,-0.0218592191369703,0.9028069508712974,20.0
46,46,80.6,-0.04640291174314056,0.9164642744412007,Oxford,-0.0218592191369703,0.9028069508712974,21.0
47,46,80.6,-0.044868941863562745,0.8884255251013268,Oxford,-0.0218592191369703,0.9028069508712974,21.0
17,18,85.75,-0.05100485628845904,0.8910814624372566,Oxford,-0.0218592191369703,0.9028069508712974,23.0
45,45,118.17,-0.06174273271196636,0.8864884539777083,Oxford,-0.0218592191369703,0.9028069508712974,24.0
44,44,139.01,-0.07209709048564045,0.8872154010644564,Oxford,-0.0218592191369703,0.9028069508712974,25.0
3,4,175.98,-0.08098938594491886,0.8785257732379196,Oxford,-0.0218592191369703,0.9028069508712974,26.0
